Dataset Status,Sender Loaded,Receiver Loaded,Environment Status,Train Average Loss,Train Average Reward,Train MSE,Train MAE,Train PSNR,Train SSIM,Train Inference Speed (imgs/sec),Validation Average Loss,Validation Average Reward,Validation MSE,Validation MAE,Validation PSNR,Validation SSIM,Validation Inference Speed (imgs/sec),Generalization Gap,Generalization,Protocol Consistency,Vocabulary Utilization,Message Entropy,Compression Ratio,Random Baseline Loss,Perfect Reconstruction Loss,Noise Robustness
PASS,PASS,PASS,PASS,0.7521950870752334,-0.7281468749046326,0.7521950870752334,0.8672918119498382,1.3792115569114685,0.001795794244389981,2430.806823471031,0.7226054161787033,-0.6995469778776169,0.7226054161787033,0.8500620072551787,1.5656845450401307,0.0014381798362592235,5841.324874250754,-0.029589670896530085,PASS,40.0%,90.00%,2.661977767944336,580.48x,0.7634366154670715,0.0,Degradation to MSE 0.8505
